id,latitude_mean,longitude_mean,is_outside,amphitheatre
2281,36.6883497,2.8665226,False,Amphi 2
2877,36.6882301,2.8659358,True,Outside
8511,36.6884024,2.8667139,False,Amphi 5
581,36.6883485,2.8665156,False,Amphi 2
5883,36.68843911295193,2.8661924737616378,False,Amphi 3
7337,36.68836358261285,2.8662085837823392,False,Amphi 8
1853,36.6883421,2.8664866,False,Amphi 2
2590,36.6883537,2.8664949,False,Amphi 2
4623,36.6883941,2.8666742,False,Amphi 5
4144,36.68839022040719,2.86628059993091,False,Amphi 3
2677,36.68841232396496,2.86649451454016,False,Amphi 2
1308,36.6883401,2.8664768,False,Amphi 2
2269,36.6883497,2.8665123,False,Amphi 2
8594,36.6884036,2.866567,False,Amphi 6
5419,36.6883533,2.8666884,False,Amphi 5
8610,36.6883374221273,2.86662000522641,False,Amphi 6
4442,36.6884219,2.8666815,False,Amphi 5
5949,36.68839506628157,2.8662197617679586,False,Amphi 3
4938,36.6883389,2.8664779,False,Amphi 6
7453,36.6883391,2.866064,False,Amphi 8
5543,36.6883467,2.8666915,False,Amphi 5
1661,36.6883478,2.8664886,False,Amphi 2
7562,36.6883407,2.8660552,False,Amphi 8
7402,36.688317,2.8660527,False,Amphi 8
7778,36.6883431,2.8660541,False,Amphi 8
3117,36.6882659,2.8660907,True,Outside
5717,36.6883536,2.8666793,False,Amphi 5
4873,36.6883529,2.8664738,False,Amphi 6
4256,36.6883719,2.8666978,False,Amphi 5
8150,36.6883173,2.8661633,False,Amphi 8
4923,36.6883387,2.8664723,False,Amphi 6
5296,36.688353,2.8666904,False,Amphi 5
2950,36.6883707,2.8667925,True,Outside
1377,36.6883494,2.8664885,False,Amphi 2
5294,36.688353,2.8666904,False,Amphi 5
8169,36.6883173,2.8661633,False,Amphi 8
2067,36.6883507,2.8664967,False,Amphi 2
2352,36.6883484,2.866505,False,Amphi 2
2105,36.6883333,2.8665064,False,Amphi 2
7098,36.6882768,2.8661226,False,Amphi 4
3519,36.6884195,2.8666661,False,Amphi 1
1716,36.6883466,2.8664926,False,Amphi 2
8239,36.6883196,2.8661704,False,Amphi 8
